component_id,component_type,error_name,created
GR003162,ground,robot_off_track,1683012529.18835
GR003162,ground,auto_reset_agent,1683012529.322834
GR003162,ground,signup_no_sticker,1683012547.528002
GR003247,ground,goto_finished_off_sticker,1683012582.942559
GR003247,ground,corners_cv_started,1683012583.108632
GR003247,ground,corners_cv_succeeded,1683012583.217282
GR003247,ground,corners_cv_irrelevant,1683012583.289471
GR003266,ground,missing_sticker,1683012588.202851
GR003162,ground,signup_no_sticker,1683012748.499538
GR003162,ground,reset_agent_by_user,1683012754.797404
GR003162,ground,signup_no_sticker,1683012758.577656
GR003162,ground,safety_entered,1683012810.834204
GR003119,ground,missing_sticker,1683012914.115918
GR003270,ground,reset_agent_by_user,1683013563.452553
GR003264,ground,reset_agent_by_user,1683013570.818889
GR003251,ground,reset_agent_by_user,1683013573.521538
GR003153,ground,reset_agent_by_user,1683013575.718192
GR003227,ground,reset_agent_by_user,1683013582.382058
GR003298,ground,missing_sticker,1683013733.966088
GR003227,ground,ground_not_responding,1683014778.840328
GR003227,ground,robot_restarted,1683014781.502472
GR003227,ground,auto_reset_agent,1683014781.523901
GR003223,ground,missing_sticker,1683014926.780181
GR003287,ground,missing_sticker,1683015511.856564
GR003297,ground,goto_finished_off_sticker,1683015671.824337
GR003297,ground,corners_cv_started,1683015671.845799
GR003297,ground,goto_started_off_sticker,1683015674.930295
GR003212,ground,goto_finished_off_sticker,1683015707.430972
GR003212,ground,corners_cv_started,1683015707.447596
GR003212,ground,goto_started_off_sticker,1683015707.733984
GR003165,ground,periodic_goto_timeout,1683017847.0309
GR003165,ground,auto_reset_agent,1683017847.048201
GR003165,ground,read_data_matrix_timeout,1683017910.556625
LR00002267,lift,auto_reset_agent,1683018385.006746
LR00002113,lift,auto_reset_agent,1683018454.623587
GR003295,ground,missing_sticker,1683018643.345661
GR003202,ground,missing_sticker,1683018712.648798
GR003290,ground,missing_sticker,1683019212.597844
LR00002113,lift,auto_reset_agent,1683019393.030867
GR003227,ground,turn_timeout,1683019944.088511
GR003227,ground,auto_reset_agent,1683019946.12429
GR003188,ground,safety_entered,1683019989.089351
GR003188,ground,robot_restarted,1683019989.316348
GR003188,ground,auto_reset_agent,1683019989.338168
GR003188,ground,auto_reset_agent,1683020032.59324
GR003275,ground,turn_timeout,1683020134.439855
GR003275,ground,auto_reset_agent,1683020134.493195
GR003298,ground,missing_sticker,1683020178.128335
LR00002120,lift,auto_reset_agent,1683020214.058651
GR003215,ground,goto_finished_off_sticker,1683021025.724782
GR003215,ground,corners_cv_started,1683021026.467921
LR00002112,lift,tote_slipped_on_conveyors_while_unloading_to_su_seen_by_outer_sensor,1683021374.377788
LR00002112,lift,auto_reset_agent,1683021710.123728
LR00002282,lift,auto_reset_agent,1683021836.525218
GR003297,ground,goto_finished_off_sticker,1683023607.090952
GR003248,ground,missing_sticker,1683023851.86383
LR00002113,lift,auto_reset_agent,1683024118.074809
LR00002113,lift,auto_reset_agent,1683024441.48097
LR00002113,lift,auto_reset_agent,1683025072.434123
LR00002113,lift,auto_reset_agent,1683025401.923782
GR003264,ground,missing_sticker,1683025473.170165
LR00002113,lift,auto_reset_agent,1683025939.021774
LR00002113,lift,auto_reset_agent,1683026263.536809
LR00002113,lift,auto_reset_agent,1683027107.117793
LR00002113,lift,auto_reset_agent,1683027428.431302
LR00002288,lift,reset_agent_by_user,1683027493.834525
GR003203,ground,safety_entered,1683027923.336985
GR003203,ground,robot_restarted,1683027924.701174
GR003203,ground,auto_reset_agent,1683027924.776592
GR003203,ground,signup_no_sticker,1683027946.507638
GR003203,ground,ground_not_responding,1683028016.423021
GR003203,ground,read_data_matrix_timeout,1683028036.279058
GR003203,ground,reset_agent_by_user,1683028092.043767
GR003202,ground,missing_sticker,1683028567.86834
GR003080,ground,missing_sticker,1683028688.400363
GR003076,ground,missing_sticker,1683028798.679566
